district,taluka,region,crop,year,month,drought_signal,price_signal,ndvi_signal,repayment_proximity,financial_stress
Dharashiv,Washi,Marathwada,cotton,2024,5,0.0,0.262,0.965,0.0,27.5
Dharashiv,Washi,Marathwada,cotton,2024,6,0.603,0.07,1.0,0.0,43.7
Dharashiv,Washi,Marathwada,cotton,2024,7,0.637,0.291,0.765,0.0,58.0
Dharashiv,Washi,Marathwada,cotton,2024,8,0.275,0.093,0.462,0.0,18.3
Dharashiv,Washi,Marathwada,cotton,2024,9,0.3,0.0,0.256,0.0,16.2
Dharashiv,Washi,Marathwada,cotton,2024,10,0.387,0.092,0.309,0.0,31.9
Dharashiv,Washi,Marathwada,cotton,2024,11,0.0,0.363,0.196,0.3,26.4
Dharashiv,Washi,Marathwada,cotton,2024,12,0.399,0.101,0.755,0.6,46.1
Dharashiv,Washi,Marathwada,cotton,2025,1,0.213,0.246,0.688,1.0,63.5
Dharashiv,Washi,Marathwada,cotton,2025,2,0.139,0.372,0.821,1.0,54.0
Dharashiv,Washi,Marathwada,cotton,2025,3,0.185,0.217,1.0,1.0,56.2
Dharashiv,Washi,Marathwada,cotton,2025,4,0.037,0.118,1.0,0.0,32.2
Dharashiv,Washi,Marathwada,cotton,2025,5,0.0,0.217,0.926,0.0,21.7
Dharashiv,Washi,Marathwada,cotton,2025,6,0.268,0.149,0.99,0.0,40.4
Dharashiv,Washi,Marathwada,cotton,2025,7,0.469,0.11,0.89,0.0,43.3
Dharashiv,Washi,Marathwada,cotton,2025,8,0.162,0.121,0.186,0.0,11.1
Dharashiv,Washi,Marathwada,cotton,2025,9,0.403,0.577,0.21,0.0,40.2
Dharashiv,Washi,Marathwada,cotton,2025,10,0.29,0.212,0.181,0.0,22.0
Dharashiv,Washi,Marathwada,cotton,2025,11,0.347,0.209,0.624,0.3,35.1
Dharashiv,Washi,Marathwada,cotton,2025,12,0.283,0.031,0.618,0.6,46.6
Dharashiv,Washi,Marathwada,soybean,2023,1,0.427,0.527,0.881,1.0,86.4
Dharashiv,Washi,Marathwada,soybean,2023,2,0.1,0.283,0.964,0.0,29.6
Dharashiv,Washi,Marathwada,soybean,2023,3,0.575,0.176,1.0,0.0,48.3
Dharashiv,Washi,Marathwada,soybean,2023,4,0.112,0.529,1.0,0.0,39.8
Dharashiv,Washi,Marathwada,soybean,2023,5,0.097,0.38,1.0,0.0,35.5
Dharashiv,Washi,Marathwada,soybean,2023,6,0.859,0.469,1.0,0.0,60.8
Dharashiv,Washi,Marathwada,soybean,2023,7,0.424,0.08,0.681,0.0,35.0
Dharashiv,Washi,Marathwada,soybean,2023,8,0.563,0.348,0.568,0.0,47.0
Dharashiv,Washi,Marathwada,soybean,2023,9,0.132,0.597,0.0,0.3,28.2
Dharashiv,Washi,Marathwada,soybean,2023,10,0.485,0.578,0.559,0.6,73.1
Dharashiv,Washi,Marathwada,soybean,2023,11,0.128,0.635,0.308,1.0,45.8
Dharashiv,Washi,Marathwada,soybean,2023,12,0.33,0.431,0.748,1.0,70.7
Dharashiv,Washi,Marathwada,soybean,2024,1,0.166,0.698,0.858,1.0,76.9
Dharashiv,Washi,Marathwada,soybean,2024,2,0.437,0.625,0.982,0.0,56.1
Dharashiv,Washi,Marathwada,soybean,2024,3,0.226,0.231,1.0,0.0,33.6
Dharashiv,Washi,Marathwada,soybean,2024,4,0.134,0.836,1.0,0.0,54.7
Dharashiv,Washi,Marathwada,soybean,2024,5,0.116,0.271,1.0,0.0,29.1
Dharashiv,Washi,Marathwada,soybean,2024,6,0.721,0.593,1.0,0.0,81.3
Dharashiv,Washi,Marathwada,soybean,2024,7,0.486,0.487,0.831,0.0,47.9
Dharashiv,Washi,Marathwada,soybean,2024,8,0.357,0.645,0.333,0.0,43.2
Dharashiv,Washi,Marathwada,soybean,2024,9,0.311,0.593,0.148,0.3,41.6
Dharashiv,Washi,Marathwada,soybean,2024,10,0.175,0.267,0.068,0.6,33.8
Dharashiv,Washi,Marathwada,soybean,2024,11,0.215,0.597,0.301,1.0,59.5
Dharashiv,Washi,Marathwada,soybean,2024,12,0.083,0.212,0.6,1.0,42.9
Dharashiv,Washi,Marathwada,soybean,2025,1,0.245,0.421,0.717,1.0,62.7
Dharashiv,Washi,Marathwada,soybean,2025,2,0.45,0.663,0.931,0.0,54.2
Dharashiv,Washi,Marathwada,soybean,2025,3,0.229,0.62,0.982,0.0,44.6
Dharashiv,Washi,Marathwada,soybean,2025,4,0.129,0.337,1.0,0.0,49.4
Dharashiv,Washi,Marathwada,soybean,2025,5,0.0,0.279,0.92,0.0,24.4
Dharashiv,Washi,Marathwada,soybean,2025,6,0.299,0.554,0.91,0.0,46.1
Dharashiv,Washi,Marathwada,soybean,2025,7,0.618,0.136,0.917,0.0,52.6
Dharashiv,Washi,Marathwada,soybean,2025,8,0.88,0.282,0.957,0.0,68.3
Dharashiv,Washi,Marathwada,soybean,2025,9,0.4,0.331,0.37,0.3,39.0
Dharashiv,Washi,Marathwada,soybean,2025,10,0.331,0.408,0.165,0.6,44.0
Dharashiv,Washi,Marathwada,soybean,2025,11,0.344,0.531,0.544,1.0,76.1
Dharashiv,Washi,Marathwada,soybean,2025,12,0.053,0.364,0.557,1.0,49.8
Dharashiv,Washi,Marathwada,tur,2023,1,0.171,0.058,0.724,0.3,24.3
Dharashiv,Washi,Marathwada,tur,2023,2,0.462,0.186,1.0,0.6,60.3
Dharashiv,Washi,Marathwada,tur,2023,3,0.351,0.275,1.0,1.0,73.7
Dharashiv,Washi,Marathwada,tur,2023,4,0.12,0.18,0.867,1.0,61.6
Dharashiv,Washi,Marathwada,tur,2023,5,0.267,0.301,1.0,1.0,61.9
Dharashiv,Washi,Marathwada,tur,2023,6,0.183,0.0,0.905,0.0,36.5
Dharashiv,Washi,Marathwada,tur,2023,7,0.737,0.233,0.958,0.0,57.7
Dharashiv,Washi,Marathwada,tur,2023,8,0.735,0.263,0.722,0.0,48.1
Dharashiv,Washi,Marathwada,tur,2023,9,0.621,0.199,0.457,0.0,43.7
Dharashiv,Washi,Marathwada,tur,2023,10,0.039,0.173,0.019,0.0,3.9
Dharashiv,Washi,Marathwada,tur,2023,11,0.122,0.098,0.423,0.0,20.2
Dharashiv,Washi,Marathwada,tur,2023,12,0.361,0.279,0.895,0.0,51.2
Dharashiv,Washi,Marathwada,tur,2024,1,0.497,0.356,0.945,0.3,71.0
Dharashiv,Washi,Marathwada,tur,2024,2,0.309,0.185,0.965,0.6,60.6
Dharashiv,Washi,Marathwada,tur,2024,3,0.132,0.159,0.971,1.0,51.0
Dharashiv,Washi,Marathwada,tur,2024,4,0.107,0.535,0.902,1.0,67.2
Dharashiv,Washi,Marathwada,tur,2024,5,0.13,0.129,1.0,1.0,61.8
Dharashiv,Washi,Marathwada,tur,2024,6,0.413,0.356,1.0,0.0,45.4
Dharashiv,Washi,Marathwada,tur,2024,7,0.366,0.037,0.585,0.0,25.0
Dharashiv,Washi,Marathwada,tur,2024,8,0.197,0.367,0.297,0.0,22.4
Dharashiv,Washi,Marathwada,tur,2024,9,0.0,0.169,0.0,0.0,1.6
Dharashiv,Washi,Marathwada,tur,2024,10,0.307,0.222,0.149,0.0,16.7
Dharashiv,Washi,Marathwada,tur,2024,11,0.179,0.0,0.383,0.0,13.3
Dharashiv,Washi,Marathwada,tur,2024,12,0.372,0.116,0.773,0.0,32.5
Dharashiv,Washi,Marathwada,tur,2025,1,0.571,0.0,0.974,0.3,60.8
Dharashiv,Washi,Marathwada,tur,2025,2,0.17,0.317,0.759,0.6,46.5
Dharashiv,Washi,Marathwada,tur,2025,3,0.148,0.389,0.885,1.0,62.3
Dharashiv,Washi,Marathwada,tur,2025,4,0.351,0.393,1.0,1.0,80.2
Dharashiv,Washi,Marathwada,tur,2025,5,0.336,0.144,1.0,1.0,63.3
Dharashiv,Washi,Marathwada,tur,2025,6,0.362,0.359,1.0,0.0,51.2
Dharashiv,Washi,Marathwada,tur,2025,7,0.442,0.457,0.689,0.0,44.4
Dharashiv,Washi,Marathwada,tur,2025,8,0.453,0.272,0.296,0.0,30.7
Dharashiv,Washi,Marathwada,tur,2025,9,0.36,0.191,0.209,0.0,17.5
Dharashiv,Washi,Marathwada,tur,2025,10,0.192,0.048,0.205,0.0,16.3
Dharashiv,Washi,Marathwada,tur,2025,11,0.257,0.095,0.451,0.0,21.2
Dharashiv,Washi,Marathwada,tur,2025,12,0.261,0.0,0.756,0.0,21.0
Nanded,Nanded,Marathwada,cotton,2023,1,0.037,0.315,0.493,1.0,47.4
Nanded,Nanded,Marathwada,cotton,2023,2,0.113,0.232,0.835,1.0,50.1
Nanded,Nanded,Marathwada,cotton,2023,3,0.415,0.501,1.0,1.0,93.9
Nanded,Nanded,Marathwada,cotton,2023,4,0.108,0.161,0.965,0.0,37.1
Nanded,Nanded,Marathwada,cotton,2023,5,0.248,0.262,1.0,0.0,44.3
Nanded,Nanded,Marathwada,cotton,2023,6,0.445,0.353,1.0,0.0,42.9
Nanded,Nanded,Marathwada,cotton,2023,7,0.773,0.044,1.0,0.0,55.7
Nanded,Nanded,Marathwada,cotton,2023,8,0.191,0.091,0.192,0.0,15.6
Nanded,Nanded,Marathwada,cotton,2023,9,0.472,0.284,0.375,0.0,31.6
Nanded,Nanded,Marathwada,cotton,2023,10,0.382,0.122,0.361,0.0,29.7
Nanded,Nanded,Marathwada,cotton,2023,11,0.2,0.124,0.435,0.3,32.8
Nanded,Nanded,Marathwada,cotton,2023,12,0.297,0.235,0.786,0.6,53.6
Nanded,Nanded,Marathwada,cotton,2024,1,0.098,0.11,0.627,1.0,47.9
Nanded,Nanded,Marathwada,cotton,2024,2,0.075,0.06,0.751,1.0,39.8
Nanded,Nanded,Marathwada,cotton,2024,3,0.332,0.137,0.964,1.0,60.3
Nanded,Nanded,Marathwada,cotton,2024,4,0.332,0.0,1.0,0.0,36.4
Nanded,Nanded,Marathwada,cotton,2024,5,0.314,0.236,1.0,0.0,48.1
Nanded,Nanded,Marathwada,cotton,2024,6,0.465,0.313,1.0,0.0,51.7
Nanded,Nanded,Marathwada,cotton,2024,7,0.053,0.222,0.547,0.0,42.5
Nanded,Nanded,Marathwada,cotton,2024,8,0.532,0.4,0.564,0.0,45.7
Nanded,Nanded,Marathwada,cotton,2024,9,0.607,0.039,0.535,0.0,41.1
Nanded,Nanded,Marathwada,cotton,2024,10,0.209,0.088,0.2,0.0,8.7
Nanded,Nanded,Marathwada,cotton,2024,11,0.0,0.0,0.225,0.3,13.4
Nanded,Nanded,Marathwada,cotton,2024,12,0.647,0.194,1.0,0.6,76.3
Nanded,Nanded,Marathwada,cotton,2025,1,0.482,0.34,0.867,1.0,82.3
Nanded,Nanded,Marathwada,cotton,2025,2,0.435,0.022,1.0,1.0,79.0
Nanded,Nanded,Marathwada,cotton,2025,3,0.31,0.28,1.0,1.0,78.6
Nanded,Nanded,Marathwada,cotton,2025,4,0.502,0.0,1.0,0.0,45.3
Nanded,Nanded,Marathwada,cotton,2025,5,0.115,0.273,0.929,0.0,34.0
Nanded,Nanded,Marathwada,cotton,2025,6,0.104,0.044,0.917,0.0,24.7
Nanded,Nanded,Marathwada,cotton,2025,7,0.438,0.16,0.893,0.0,46.2
Nanded,Nanded,Marathwada,cotton,2025,8,0.652,0.278,0.615,0.0,45.7
Nanded,Nanded,Marathwada,cotton,2025,9,0.344,0.047,0.076,0.0,14.8
Nanded,Nanded,Marathwada,cotton,2025,10,0.051,0.196,0.172,0.0,11.8
Nanded,Nanded,Marathwada,cotton,2025,11,0.34,0.119,0.587,0.3,40.2
Nanded,Nanded,Marathwada,cotton,2025,12,0.304,0.0,0.588,0.6,35.6
Nanded,Nanded,Marathwada,soybean,2023,1,0.373,0.687,0.887,1.0,83.5
Nanded,Nanded,Marathwada,soybean,2023,2,0.01,0.388,0.672,0.0,31.1
Nanded,Nanded,Marathwada,soybean,2023,3,0.182,0.605,0.961,0.0,40.9
Nanded,Nanded,Marathwada,soybean,2023,4,0.0,0.54,0.866,0.0,30.8
Nanded,Nanded,Marathwada,soybean,2023,5,0.345,0.398,1.0,0.0,46.5
Nanded,Nanded,Marathwada,soybean,2023,6,0.552,0.574,1.0,0.0,61.5
Nanded,Nanded,Marathwada,soybean,2023,7,0.0,0.028,0.474,0.0,10.3
Nanded,Nanded,Marathwada,soybean,2023,8,0.376,0.442,0.44,0.0,22.3
Nanded,Nanded,Marathwada,soybean,2023,9,0.375,0.517,0.17,0.3,40.7
Nanded,Nanded,Marathwada,soybean,2023,10,0.339,0.365,0.276,0.6,47.4
Nanded,Nanded,Marathwada,soybean,2023,11,0.261,0.558,0.401,1.0,66.0
Nanded,Nanded,Marathwada,soybean,2023,12,0.125,0.655,0.713,1.0,64.9
Nanded,Nanded,Marathwada,soybean,2024,1,0.281,0.459,0.677,1.0,68.3
Nanded,Nanded,Marathwada,soybean,2024,2,0.255,0.715,0.928,0.0,49.0
Nanded,Nanded,Marathwada,soybean,2024,3,0.071,0.45,0.832,0.0,31.1
Nanded,Nanded,Marathwada,soybean,2024,4,0.183,0.379,1.0,0.0,38.8
Nanded,Nanded,Marathwada,soybean,2024,5,0.305,0.808,1.0,0.0,48.6
Nanded,Nanded,Marathwada,soybean,2024,6,0.624,0.467,1.0,0.0,60.9
Nanded,Nanded,Marathwada,soybean,2024,7,0.56,0.848,0.916,0.0,70.0
Nanded,Nanded,Marathwada,soybean,2024,8,0.622,0.375,0.68,0.0,56.2
Nanded,Nanded,Marathwada,soybean,2024,9,0.723,0.595,0.519,0.3,69.4
Nanded,Nanded,Marathwada,soybean,2024,10,0.218,0.161,0.024,0.6,28.1
Nanded,Nanded,Marathwada,soybean,2024,11,0.401,0.836,0.647,1.0,79.4
Nanded,Nanded,Marathwada,soybean,2024,12,0.098,0.369,0.542,1.0,57.0
Nanded,Nanded,Marathwada,soybean,2025,1,0.0,1.0,0.664,1.0,78.1
Nanded,Nanded,Marathwada,soybean,2025,2,0.416,0.476,1.0,0.0,47.7
Nanded,Nanded,Marathwada,soybean,2025,3,0.122,0.442,1.0,0.0,46.3
Nanded,Nanded,Marathwada,soybean,2025,4,0.344,0.894,1.0,0.0,57.7
Nanded,Nanded,Marathwada,soybean,2025,5,0.423,0.423,1.0,0.0,58.1
Nanded,Nanded,Marathwada,soybean,2025,6,0.788,0.748,1.0,0.0,73.6
Nanded,Nanded,Marathwada,soybean,2025,7,0.798,0.615,1.0,0.0,70.9
Nanded,Nanded,Marathwada,soybean,2025,8,0.49,0.697,0.494,0.0,48.0
Nanded,Nanded,Marathwada,soybean,2025,9,0.473,0.404,0.44,0.3,52.2
Nanded,Nanded,Marathwada,soybean,2025,10,0.165,0.489,0.139,0.6,42.2
Nanded,Nanded,Marathwada,soybean,2025,11,0.274,0.274,0.367,1.0,49.6
Nanded,Nanded,Marathwada,soybean,2025,12,0.353,0.73,0.787,1.0,86.6
Nanded,Nanded,Marathwada,tur,2023,1,0.247,0.213,0.697,0.3,36.2
Nanded,Nanded,Marathwada,tur,2023,2,0.43,0.506,0.973,0.6,70.5
Nanded,Nanded,Marathwada,tur,2023,3,0.22,0.203,0.809,1.0,57.5
Nanded,Nanded,Marathwada,tur,2023,4,0.448,0.245,1.0,1.0,77.7
Nanded,Nanded,Marathwada,tur,2023,5,0.185,0.381,1.0,1.0,71.7
Nanded,Nanded,Marathwada,tur,2023,6,0.714,0.121,1.0,0.0,61.3
Nanded,Nanded,Marathwada,tur,2023,7,0.571,0.114,0.843,0.0,45.2
Nanded,Nanded,Marathwada,tur,2023,8,0.876,0.223,0.872,0.0,57.2
Nanded,Nanded,Marathwada,tur,2023,9,0.111,0.105,0.0,0.0,0.1
Nanded,Nanded,Marathwada,tur,2023,10,0.12,0.0,0.0,0.0,4.6
Nanded,Nanded,Marathwada,tur,2023,11,0.276,0.034,0.355,0.0,25.8
Nanded,Nanded,Marathwada,tur,2023,12,0.237,0.141,0.599,0.0,29.6
Nanded,Nanded,Marathwada,tur,2024,1,0.437,0.394,0.949,0.3,64.1
Nanded,Nanded,Marathwada,tur,2024,2,0.258,0.0,0.945,0.6,43.7
Nanded,Nanded,Marathwada,tur,2024,3,0.369,0.372,1.0,1.0,88.3
Nanded,Nanded,Marathwada,tur,2024,4,0.246,0.0,1.0,1.0,53.8
Nanded,Nanded,Marathwada,tur,2024,5,0.157,0.173,1.0,1.0,54.2
Nanded,Nanded,Marathwada,tur,2024,6,0.897,0.247,1.0,0.0,75.1
Nanded,Nanded,Marathwada,tur,2024,7,0.442,0.01,0.855,0.0,37.5
Nanded,Nanded,Marathwada,tur,2024,8,0.106,0.02,0.186,0.0,13.5
Nanded,Nanded,Marathwada,tur,2024,9,0.839,0.34,0.715,0.0,56.5
Nanded,Nanded,Marathwada,tur,2024,10,0.393,0.537,0.313,0.0,33.3
Nanded,Nanded,Marathwada,tur,2024,11,0.305,0.178,0.431,0.0,22.4
Nanded,Nanded,Marathwada,tur,2024,12,0.395,0.324,0.723,0.0,35.8
Nanded,Nanded,Marathwada,tur,2025,1,0.165,0.212,0.784,0.3,42.6
Nanded,Nanded,Marathwada,tur,2025,2,0.279,0.0,1.0,0.6,54.2
Nanded,Nanded,Marathwada,tur,2025,3,0.22,0.157,0.864,1.0,56.8
Nanded,Nanded,Marathwada,tur,2025,4,0.058,0.028,0.914,1.0,52.1
Nanded,Nanded,Marathwada,tur,2025,5,0.383,0.158,1.0,1.0,71.8
Nanded,Nanded,Marathwada,tur,2025,6,0.0,0.229,0.807,0.0,31.7
Nanded,Nanded,Marathwada,tur,2025,7,0.662,0.563,0.752,0.0,64.9
Nanded,Nanded,Marathwada,tur,2025,8,0.395,0.285,0.561,0.0,36.0
Nanded,Nanded,Marathwada,tur,2025,9,0.53,0.175,0.531,0.0,44.2
Nanded,Nanded,Marathwada,tur,2025,10,0.314,0.526,0.185,0.0,35.2
Nanded,Nanded,Marathwada,tur,2025,11,0.435,0.106,0.628,0.0,32.2
Nanded,Nanded,Marathwada,tur,2025,12,0.094,0.534,0.546,0.0,31.7
Nanded,Mudkhed,Marathwada,cotton,2023,1,0.24,0.389,0.831,1.0,73.3
Nanded,Mudkhed,Marathwada,cotton,2023,2,0.456,0.13,0.886,1.0,77.5
Nanded,Mudkhed,Marathwada,cotton,2023,3,0.384,0.051,0.97,1.0,66.9
Nanded,Mudkhed,Marathwada,cotton,2023,4,0.313,0.211,1.0,0.0,37.4
Nanded,Mudkhed,Marathwada,cotton,2023,5,0.063,0.0,0.972,0.0,13.2
Nanded,Mudkhed,Marathwada,cotton,2023,6,0.659,0.276,1.0,0.0,62.8
Nanded,Mudkhed,Marathwada,cotton,2023,7,0.412,0.263,0.888,0.0,34.0
Nanded,Mudkhed,Marathwada,cotton,2023,8,0.419,0.263,0.357,0.0,29.6
Nanded,Mudkhed,Marathwada,cotton,2023,9,0.539,0.318,0.419,0.0,40.7
Nanded,Mudkhed,Marathwada,cotton,2023,10,0.125,0.0,0.11,0.0,10.3
Nanded,Mudkhed,Marathwada,cotton,2023,11,0.192,0.298,0.473,0.3,30.9
Nanded,Mudkhed,Marathwada,cotton,2023,12,0.344,0.1,0.761,0.6,38.1
Nanded,Mudkhed,Marathwada,cotton,2024,1,0.288,0.058,0.644,1.0,48.9
Nanded,Mudkhed,Marathwada,cotton,2024,2,0.225,0.056,0.793,1.0,58.5
Nanded,Mudkhed,Marathwada,cotton,2024,3,0.521,0.399,1.0,1.0,97.8
Nanded,Mudkhed,Marathwada,cotton,2024,4,0.276,0.0,1.0,0.0,35.6
Nanded,Mudkhed,Marathwada,cotton,2024,5,0.204,0.222,1.0,0.0,38.6
Nanded,Mudkhed,Marathwada,cotton,2024,6,0.644,0.173,1.0,0.0,48.2
Nanded,Mudkhed,Marathwada,cotton,2024,7,0.458,0.119,0.763,0.0,29.6
Nanded,Mudkhed,Marathwada,cotton,2024,8,0.1,0.276,0.289,0.0,16.4
Nanded,Mudkhed,Marathwada,cotton,2024,9,0.272,0.066,0.128,0.0,14.3
Nanded,Mudkhed,Marathwada,cotton,2024,10,0.395,0.035,0.403,0.0,29.8
Nanded,Mudkhed,Marathwada,cotton,2024,11,0.271,0.255,0.493,0.3,38.3
Nanded,Mudkhed,Marathwada,cotton,2024,12,0.0,0.373,0.525,0.6,29.5
Nanded,Mudkhed,Marathwada,cotton,2025,1,0.113,0.183,0.684,1.0,42.1
Nanded,Mudkhed,Marathwada,cotton,2025,2,0.294,0.121,0.973,1.0,62.6
Nanded,Mudkhed,Marathwada,cotton,2025,3,0.261,0.195,1.0,1.0,63.6
Nanded,Mudkhed,Marathwada,cotton,2025,4,0.35,0.358,1.0,0.0,47.4
Nanded,Mudkhed,Marathwada,cotton,2025,5,0.525,0.27,1.0,0.0,51.2
Nanded,Mudkhed,Marathwada,cotton,2025,6,0.332,0.0,0.925,0.0,29.0
Nanded,Mudkhed,Marathwada,cotton,2025,7,0.063,0.0,0.536,0.0,12.7
Nanded,Mudkhed,Marathwada,cotton,2025,8,0.465,0.393,0.314,0.0,34.9
Nanded,Mudkhed,Marathwada,cotton,2025,9,0.188,0.317,0.122,0.0,13.2
Nanded,Mudkhed,Marathwada,cotton,2025,10,0.096,0.195,0.214,0.0,18.1
Nanded,Mudkhed,Marathwada,cotton,2025,11,0.194,0.32,0.521,0.3,32.4
Nanded,Mudkhed,Marathwada,cotton,2025,12,0.041,0.17,0.516,0.6,34.0
Nanded,Mudkhed,Marathwada,soybean,2023,1,0.129,0.913,0.729,1.0,74.6
Nanded,Mudkhed,Marathwada,soybean,2023,2,0.0,0.493,0.712,0.0,23.4
Nanded,Mudkhed,Marathwada,soybean,2023,3,0.348,0.492,1.0,0.0,52.9
Nanded,Mudkhed,Marathwada,soybean,2023,4,0.206,0.25,0.948,0.0,40.5
Nanded,Mudkhed,Marathwada,soybean,2023,5,0.064,0.534,0.98,0.0,38.0
Nanded,Mudkhed,Marathwada,soybean,2023,6,0.259,0.445,0.899,0.0,44.3
Nanded,Mudkhed,Marathwada,soybean,2023,7,0.0,0.046,0.588,0.0,8.0
Nanded,Mudkhed,Marathwada,soybean,2023,8,0.199,0.384,0.244,0.0,22.5
Nanded,Mudkhed,Marathwada,soybean,2023,9,0.375,0.704,0.384,0.3,53.3
Nanded,Mudkhed,Marathwada,soybean,2023,10,0.301,0.222,0.19,0.6,39.1
Nanded,Mudkhed,Marathwada,soybean,2023,11,0.241,0.0,0.343,1.0,40.9
Nanded,Mudkhed,Marathwada,soybean,2023,12,0.313,0.0,0.742,1.0,47.7
Nanded,Mudkhed,Marathwada,soybean,2024,1,0.167,0.771,0.646,1.0,74.5
Nanded,Mudkhed,Marathwada,soybean,2024,2,0.525,0.286,1.0,0.0,56.7
Nanded,Mudkhed,Marathwada,soybean,2024,3,0.193,0.21,0.976,0.0,31.4
Nanded,Mudkhed,Marathwada,soybean,2024,4,0.642,0.63,1.0,0.0,62.1
Nanded,Mudkhed,Marathwada,soybean,2024,5,0.398,0.713,1.0,0.0,53.7
Nanded,Mudkhed,Marathwada,soybean,2024,6,0.178,0.399,0.914,0.0,36.0
Nanded,Mudkhed,Marathwada,soybean,2024,7,0.789,0.58,0.966,0.0,73.1
Nanded,Mudkhed,Marathwada,soybean,2024,8,0.19,0.375,0.319,0.0,25.6
Nanded,Mudkhed,Marathwada,soybean,2024,9,0.281,0.491,0.158,0.3,38.2
Nanded,Mudkhed,Marathwada,soybean,2024,10,0.152,0.565,0.183,0.6,37.4
Nanded,Mudkhed,Marathwada,soybean,2024,11,0.321,0.714,0.563,1.0,70.7
Nanded,Mudkhed,Marathwada,soybean,2024,12,0.192,0.398,0.455,1.0,57.3
Nanded,Mudkhed,Marathwada,soybean,2025,1,0.157,0.789,0.743,1.0,74.9
Nanded,Mudkhed,Marathwada,soybean,2025,2,0.115,0.614,0.876,0.0,44.1
Nanded,Mudkhed,Marathwada,soybean,2025,3,0.35,0.598,1.0,0.0,46.6
Nanded,Mudkhed,Marathwada,soybean,2025,4,0.144,0.341,1.0,0.0,36.1
Nanded,Mudkhed,Marathwada,soybean,2025,5,0.257,0.35,1.0,0.0,38.1
Nanded,Mudkhed,Marathwada,soybean,2025,6,0.704,0.585,1.0,0.0,74.0
Nanded,Mudkhed,Marathwada,soybean,2025,7,0.221,0.931,0.562,0.0,47.9
Nanded,Mudkhed,Marathwada,soybean,2025,8,0.49,0.772,0.542,0.0,57.6
Nanded,Mudkhed,Marathwada,soybean,2025,9,0.125,0.403,0.0,0.3,26.8
Nanded,Mudkhed,Marathwada,soybean,2025,10,0.127,0.805,0.0,0.6,44.7
Nanded,Mudkhed,Marathwada,soybean,2025,11,0.025,0.675,0.429,1.0,59.3
Nanded,Mudkhed,Marathwada,soybean,2025,12,0.048,0.726,0.637,1.0,61.1
Nanded,Mudkhed,Marathwada,tur,2023,1,0.371,0.115,0.879,0.3,50.9
Nanded,Mudkhed,Marathwada,tur,2023,2,0.436,0.163,1.0,0.6,57.2
Nanded,Mudkhed,Marathwada,tur,2023,3,0.316,0.367,0.993,1.0,71.2
Nanded,Mudkhed,Marathwada,tur,2023,4,0.561,0.0,1.0,1.0,78.0
Nanded,Mudkhed,Marathwada,tur,2023,5,0.35,0.087,1.0,1.0,67.9
Nanded,Mudkhed,Marathwada,tur,2023,6,0.408,0.0,0.903,0.0,40.4
Nanded,Mudkhed,Marathwada,tur,2023,7,0.439,0.242,0.594,0.0,33.6
Nanded,Mudkhed,Marathwada,tur,2023,8,0.188,0.374,0.189,0.0,16.1
Nanded,Mudkhed,Marathwada,tur,2023,9,0.702,0.277,0.651,0.0,52.2
Nanded,Mudkhed,Marathwada,tur,2023,10,0.33,0.21,0.231,0.0,25.3
Nanded,Mudkhed,Marathwada,tur,2023,11,0.421,0.244,0.596,0.0,37.4
Nanded,Mudkhed,Marathwada,tur,2023,12,0.466,0.335,0.828,0.0,46.9
Nanded,Mudkhed,Marathwada,tur,2024,1,0.493,0.252,0.825,0.3,52.8
Nanded,Mudkhed,Marathwada,tur,2024,2,0.426,0.553,0.936,0.6,81.8
Nanded,Mudkhed,Marathwada,tur,2024,3,0.36,0.142,0.927,1.0,59.3
Nanded,Mudkhed,Marathwada,tur,2024,4,0.402,0.405,1.0,1.0,73.3
Nanded,Mudkhed,Marathwada,tur,2024,5,0.158,0.205,0.995,1.0,60.8
Nanded,Mudkhed,Marathwada,tur,2024,6,0.582,0.353,1.0,0.0,56.2
Nanded,Mudkhed,Marathwada,tur,2024,7,0.718,0.112,0.882,0.0,49.2
Nanded,Mudkhed,Marathwada,tur,2024,8,0.705,0.306,0.726,0.0,55.9
Nanded,Mudkhed,Marathwada,tur,2024,9,0.969,0.046,0.765,0.0,63.3
Nanded,Mudkhed,Marathwada,tur,2024,10,0.34,0.365,0.296,0.0,34.2
Nanded,Mudkhed,Marathwada,tur,2024,11,0.0,0.478,0.324,0.0,20.0
Nanded,Mudkhed,Marathwada,tur,2024,12,0.243,0.487,0.67,0.0,34.8
Nanded,Mudkhed,Marathwada,tur,2025,1,0.447,0.167,0.98,0.3,49.5
Nanded,Mudkhed,Marathwada,tur,2025,2,0.534,0.298,1.0,0.6,75.8
Nanded,Mudkhed,Marathwada,tur,2025,3,0.018,0.168,0.891,1.0,49.9
Nanded,Mudkhed,Marathwada,tur,2025,4,0.095,0.409,0.829,1.0,51.0
Nanded,Mudkhed,Marathwada,tur,2025,5,0.332,0.312,1.0,1.0,64.7
Nanded,Mudkhed,Marathwada,tur,2025,6,0.6,0.187,1.0,0.0,62.5
Nanded,Mudkhed,Marathwada,tur,2025,7,0.461,0.304,0.765,0.0,45.0
Nanded,Mudkhed,Marathwada,tur,2025,8,0.653,0.381,0.719,0.0,53.3
Nanded,Mudkhed,Marathwada,tur,2025,9,0.562,0.0,0.513,0.0,37.3
